,0,1,2,3,4,5,6,7
0,0.0579482578729,0.0534239291793,0.0311617866269,0.0256154131308,0.0455344047225,0.0370941864863,0.0494710443757,0.044965395732
1,Pd_049 CO strip,Pd_049 CO strip,Pd_050 CO strip,Pd_050 CO strip,Pd_051 CO strip,Pd_051 CO strip,Pd_052 CO strip,Pd_052 CO strip
