,0,1,2,3,4,5,6,7,8,9
0,0.0468374456282,0.0468654472591,0.046905453373,0.0466770975936,0.0463725009494,0.0461429441061,0.0462900539314,0.0459714945836,0.0460544141709,0.0458821829314
1,c1.0,c2.0,c3.0,c4.0,c5.0,c6.0,c7.0,c8.0,c9.0,c10.
