,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,12.115671604,8.648893309999998,9.61769558,4.6990452099999995,9.53842226,11.427980020000001,9.473340388,12.507248999999998,9.96516955,3.2719431999999995,11.173852100000001,3.9912281,19.5818684,16.3418423
1,89.47,55.43,99.44,53.14,86.57,87.19,79.72,76.39,85.11,51.07,80.13,34.88,123.42,116.5
