,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0.0321354763206,0.0324203531477,0.0328965024324,0.032790315984,0.0325566038735,0.0324624222653,0.0333297253286,0.033080289959,0.0336206684274,0.0337932073285,0.0250731909483,0.0252350246375,0.0254354839698,0.0256084588992,0.0254236560865,0.0252868546745,0.0252347888156
1,c1.0,c2.0,c3.0,c4.0,c5.0,c6.0,c7.0,c8.0,c9.0,c10.,c1.0,c2.0,c3.0,c4.0,c5.0,c6.0,c7.0
