,0,1,2,3,4,5,6,7,8,9
0,0.0285710992393,0.028693189415,0.0287809357879,0.0288261815597,0.0286922568346,0.0285536706698,0.0284680617262,0.0283807717795,0.0282238841182,0.0281256793146
1,c1.0,c2.0,c3.0,c4.0,c5.0,c6.0,c7.0,c8.0,c9.0,c10.
