,0,1,2,3,4,5,6,7,8,9
0,0.042478696805,0.0427426429368,0.0437676806334,0.0432359637394,0.0424600962,0.0414992823976,0.0382716490512,0.0394321237551,0.0404924506981,0.0391644319779
1,c1.0,c2.0,c3.0,c4.0,c5.0,c6.0,c7.0,c8.0,c9.0,c10.
